label_path,log_path,sys_sentence,turn_slu,usr_sentence
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221046\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221046\log.json,india house is a nice restaurant in the west of town serving indian food,"defaultdict(<class 'set'>, {})",address and phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221046\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221046\log.json,"Sure , india house is on 31 Newnham Road Newnham","defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221046\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221046\log.json,The phone number of india house is 01223 461661 .,"defaultdict(<class 'set'>, {})",thank you good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'moderate'}, 'area': {'north'}})",i'm looking for a moderately priced restaurant in the north part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",it doesn't matter
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\log.json,the nirala is a nice place in the north of town and the prices are moderate,"defaultdict(<class 'set'>, {'area': {'north'}})",uh is there anything
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\log.json,golden wok is a nice place in the north of town and the prices are moderate,"defaultdict(<class 'set'>, {})",address phone number and post code
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\log.json,"The phone number of golden wok is 01223 350688 and its postcode is C.B 4, 3 H.L .","defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222525\log.json,"Sure , golden wok is on 191 Histon Road Chesterton","defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'south'}})",looking for a restaurant in the south part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'european'}})",european food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\log.json,Sorry there is no european restaurant in the south of town,"defaultdict(<class 'set'>, {'area': {'dontcare'}})",how about in any area
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\log.json,Sorry there is no european restaurant in the south of town,"defaultdict(<class 'set'>, {'area': {'dontcare'}})",any area
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\log.json,Sorry there is no european restaurant in the south of town,"defaultdict(<class 'set'>, {'area': {'dontcare'}})",how about in any area
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\log.json,michaelhouse cafe is a nice restaurant in the centre of town serving european food,"defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_190004\log.json,The phone number of michaelhouse cafe is 01223 309147 .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222855\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222855\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'cheap'}, 'area': {'west'}})",i'm looking for a cheap restaurant in the west part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222855\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222855\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}, 'area': {'east'}})",it doesn't matter
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222855\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222855\log.json,la margherita is a nice place in the west of town and the prices are cheap,"defaultdict(<class 'set'>, {'area': {'east'}})",i need the address and phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222855\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130324_222855\log.json,The phone number of la margherita is 01223 315232 and it is on 15 Magdalene Street City Centre .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'south'}})",i'm looking for a restaurant in the south part of town serve
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'dontcare'}, 'area': {'east'}})",doesn't matter
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'chinese'}})",chinese food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\log.json,peking restaurant is a nice restaurant in the south of town serving chinese food,"defaultdict(<class 'set'>, {})",phone number and price range
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\log.json,The phone number of peking restaurant is 01223 354755 .,"defaultdict(<class 'set'>, {})",price range
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_210057\log.json,peking restaurant is in the expensive price range,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_202424\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_202424\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'expensive'}, 'area': {'south'}})",i am looking for a expensive restaurant in the south part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_202424\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_202424\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",it doesn't matter
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_202424\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_202424\log.json,chiquito restaurant bar is a nice place in the south of town and the prices are expensive,"defaultdict(<class 'set'>, {})",address and phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_202424\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_202424\log.json,"Sure , chiquito restaurant bar is on 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton","defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_202424\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_202424\log.json,The phone number of chiquito restaurant bar is 01223 400170 .,"defaultdict(<class 'set'>, {})",thank you good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'cheap'}, 'area': {'north'}})",looking for a cheap restaurant in the north of the
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",doesn't matter
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\log.json,royal spice is a nice place in the north of town and the prices are cheap,"defaultdict(<class 'set'>, {'area': {'north'}})",is there anything else
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\log.json,da vinci pizzeria is a nice place in the north of town and the prices are cheap,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",address phone number and type of food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\log.json,The phone number of da vinci pizzeria is 01223 351707 .,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",address and type of food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\log.json,"Sure , da vinci pizzeria is on 20 Milton Road Chesterton","defaultdict(<class 'set'>, {})",type of food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_202659\log.json,da vinci pizzeria serves italian food,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_184931\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_184931\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'moderate'}, 'area': {'south'}})",i'm looking for a moderately priced restaurant in the south part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_184931\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_184931\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}, 'area': {'east'}})",it doesn't matter
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_184931\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_184931\log.json,pizza hut cherry hinton is a nice place in the south of town and the prices are moderate,"defaultdict(<class 'set'>, {})",is there anything else
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_184931\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_184931\log.json,restaurant alimentum is a nice place in the south of town and the prices are moderate,"defaultdict(<class 'set'>, {})",address and phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_184931\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_184931\log.json,The phone number of restaurant alimentum is 01223 413000 and it is on 152 - 154 Hills Road .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221924\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221924\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'cheap'}, 'area': {'east'}})",i'm looking for a cheap restaurant in the east part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221924\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221924\log.json,the missing sock is a nice restaurant in the east of town in the cheap price range,"defaultdict(<class 'set'>, {})",address and phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221924\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221924\log.json,"Sure , the missing sock is on Finders Corner Newmarket Road","defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221924\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-e9b53d6ace-20130324_221924\log.json,The phone number of the missing sock is 01223 812660 .,"defaultdict(<class 'set'>, {})",thank you good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_212753\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_212753\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'food': {'caribbean'}, 'area': {'centre'}})",i'm looking for a restaurant in the centre area that serves caribbean food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_212753\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_212753\log.json,I'm sorry but there is no restaurant serving caribbean food,"defaultdict(<class 'set'>, {'food': {'international'}})",pub on international
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_212753\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_212753\log.json,the varsity restaurant is a nice place in the centre of town serving tasty international food,"defaultdict(<class 'set'>, {'area': {'west'}})",what number and price range
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_212753\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_212753\log.json,the varsity restaurant is in the moderate price range,"defaultdict(<class 'set'>, {})",the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_212753\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_212753\log.json,The phone number of the varsity restaurant is 01223 356060 .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_204254\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_204254\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {})",
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_204254\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_204254\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'pricerange': {'cheap'}, 'area': {'south'}})",ok cheap restaurant in the south part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_204254\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_204254\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",it doesn't matter
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_204254\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_204254\log.json,nandos is a nice place in the south of town and the prices are cheap,"defaultdict(<class 'set'>, {})",address and phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_204254\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-e9b53d6ace-20130401_204254\log.json,The phone number of nandos is 01223 327908 and it is on Cambridge Leisure Park Clifton Way .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'east'}})",looking for a restaurant in the east part of town serving cost
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",i really food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'australian'}})",australian food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\log.json,Sorry there is no australian restaurant in the east of town,"defaultdict(<class 'set'>, {'food': {'chinese'}})",how about chinese food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\log.json,yu garden is a nice restaurant in the east of town serving chinese food,"defaultdict(<class 'set'>, {})",address phone number and post code
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\log.json,The phone number of yu garden is 01223 248882 .,"defaultdict(<class 'set'>, {})",address and post code
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\log.json,"yu garden is on 529 Newmarket Road Fen Ditton , C.B 5, 8 P.A","defaultdict(<class 'set'>, {})",post code
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130401_201306\log.json,"The post code of yu garden is C.B 5, 8 P.A","defaultdict(<class 'set'>, {})",uh thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'south'}})",i'm looking for a restaurant in the south part of town serving
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'chinese'}})",chinese food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'dontcare'}})",doesn't matter
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\log.json,"Let me confirm , You are looking for a restaurant and you dont care about the price range right?","defaultdict(<class 'set'>, {'pricerange': {'dontcare'}, 'area': {'west'}})",right
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\log.json,the good luck chinese food takeaway is a nice place in the south of town serving tasty chinese food,"defaultdict(<class 'set'>, {})",phone number and price range
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\log.json,The phone number of the good luck chinese food takeaway is 01223 244149 .,"defaultdict(<class 'set'>, {})",price range
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-e9b53d6ace-20130401_200405\log.json,the good luck chinese food takeaway is in the expensive price range,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130324_220844\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130324_220844\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'cheap'}, 'area': {'west'}})",i'm looking for a cheap restaurant in the west part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130324_220844\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130324_220844\log.json,la margherita is a nice restaurant in the west of town in the cheap price range,"defaultdict(<class 'set'>, {})",phone number and address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130324_220844\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130324_220844\log.json,The phone number of la margherita is 01223 315232 .,"defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130324_220844\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-e9b53d6ace-20130324_220844\log.json,"Sure , la margherita is on 15 Magdalene Street City Centre","defaultdict(<class 'set'>, {})",thank you goodbye
